         1417213 function calls (1388518 primitive calls) in 4.112 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\functions.py:936(_get_polyfill_handlers)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharded_tensor\metadata.py:10(MEM_FORMAT_ENCODING)
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\gymnasium\logger.py:40(warn)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\scipy\integrate\_ivp\rk.py:578(__init__)
        6    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\libmp\libmpf.py:653(mpf_pos)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\testing\_internal\distributed\fake_pg.py:10(FakeStore)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharder.py:6(Sharder)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_functorch\_aot_autograd\autograd_cache.py:157(AOTAutogradCacheDetails)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\logic.py:393(Or)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\integrals\transforms.py:1454(HankelTransform)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\ctx_manager.py:883(PreserveVersionContextVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_optim_utils.py:106(_PosDimTensorInfo)
        2    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\script_object.py:13(_raise_hard_error_if_graph_break)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_inductor\cudagraph_utils.py:23(FunctionID)
       10    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\core\fromnumeric.py:2416(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\assumptions.py:497(getit)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\diagnostics\_rules.py:44(_MissingCustomSymbolicFunction)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\output_graph.py:181(FakeRootModule)
        2    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\random.py:332(randint)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\polyoptions.py:571(Modulus)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\api.py:382(LocalOptimStateDictConfig)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_composable\replicate.py:152(DDP)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_functorch\_aot_autograd\autograd_cache.py:284(CompiledBackward)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\libmp\libhyper.py:43(NoConvergence)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\visualization.py:9(VisualizationMethods)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\domains\groundtypes.py:21(_GMPYInteger)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\integrals\transforms.py:1516(InverseHankelTransform)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_common_utils.py:178(TrainingState)
        1    0.000    0.000    0.002    0.002 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\gymnasium\wrappers\env_checker.py:61(render)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:1128(RelaxedUnspecConstraint)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\core.py:5(Registry)
        4    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharded_tensor\_ops\_common.py:41(decorator_sharded_func)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_ops\_view_ops.py:44(DimSpec)
        1    0.000    0.000    0.005    0.005 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\gymnasium\envs\registration.py:535(load_env_creator)
        3    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\calculus\quadrature.py:461(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\api.py:406(StateDictSettings)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\nn\functional.py:441(_AllReduce)
        2    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\lib\function_base.py:1320(_diff_dispatcher)
        4    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\gymnasium\spaces\box.py:30(is_float_integer)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\fx\experimental\symbolic_shapes.py:1097(Constraint)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\polyoptions.py:522(Gaussian)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\agca\homomorphisms.py:537(FreeModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\solvers.py:18(PolyNonlinearError)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\ode\systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_param.py:171(ExtensionsData)
        2    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\random.py:242(_randbelow_with_getrandbits)
        3    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\serialization.py:743(_check_seekable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\ode\single.py:2014(SecondHypergeometric)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\bytecode_transformation.py:87(_NotProvided)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\kind.py:36(KindMeta)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\guards.py:494(GuardCodeList)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\api.py:291(FullStateDictConfig)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_inductor\cudagraph_utils.py:29(PlaceholderInfo)
       63    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\inspect.py:299(ismethod)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\lib\ufunclike.py:142(isneginf)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\decorators.py:224(_func)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\plotting\series.py:2104(ContourSeries)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\tensor.py:1284(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\_trace_wrapped_higher_order_op.py:51(TraceWrapped)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_functorch\_aot_autograd\autograd_cache.py:50(BypassAOTAutogradCache)
        4    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\typing.py:1047(_generic_class_getitem)
        2    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\numpy\lib\ufunclike.py:14(_dispatcher)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\stable_baselines3\common\policies.py:122(extract_features)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\utils.py:2480(numpy_operator_wrapper)
        4    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\zipfile\__init__.py:999(_update_crc)
       40    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\dataclasses.py:604(<genexpr>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\convert_frame.py:142(TODO_UNKNOWN)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\function.py:116(BadArgumentsError)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\nn_module.py:1151(FSDPManagedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_functorch\partitioners.py:145(InvalidNodeBase)
        6    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\init.py:142(uniform_)
        3    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\utils.py:2850(is_tensor_base_attr_getter)
       11    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\matrices\eigen.py:41(defun)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\functions.py:391(WrappedUserMethodVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_higher_order_ops\triton_kernel_wrap.py:541(TritonKernelWrapperFunctional)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\io_adapter.py:267(ConvertComplexToRealRepresentationInputStep)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\fsdp\_optim_utils.py:122(_OptimStateKey)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\_exporter_legacy.py:78(ONNXFakeContext)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\functional.py:2103(softmax)
        2    0.000    0.000    0.001    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\activation.py:391(forward)
       12    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\cloudpickle\cloudpickle.py:507(_make_empty_cell)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_ops\_view_ops.py:83(NewDim)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\tensor\_ops\_view_ops.py:61(InputDim)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\decorators.py:367(_DimRange)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_functorch\_aot_autograd\schemas.py:621(TensorAlias)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\errors.py:28(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\gymnasium\core.py:317(get_wrapper_attr)
        2    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\scipy\io\matlab\_mio.py:15(_open_file_context)
        2    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\types.py:24(GuardFail)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\variables\higher_order_ops.py:1528(OutDtypeHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\_dynamo\output_graph.py:159(GraphCompileReason)
        4    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\libmp\libmpf.py:631(mpf_le)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\functions\combinatorial\factorials.py:281(MultiFactorial)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_composable\fsdp\_fsdp_state.py:43(FSDPStateContext)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\onnx\_internal\io_adapter.py:242(LiftParametersAndBuffersIntoArgsInputStep)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\warnings.py:419(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\mpmath\calculus\optimization.py:7(OptimizationMethods)
        4    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\sympify.py:18(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\core\numbers.py:2733(IntegerConstant)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\polys\domains\pythonfinitefield.py:9(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\sympy\solvers\simplex.py:77(UnboundedLPError)
        1    0.000    0.000    0.000    0.000 c:\Users\ASUS\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\distributed\_shard\sharding_spec\api.py:35(DevicePlacementSpec)
